feat,min_val,max_val
ntellsSinceElicit,0.0,54.0
ntellsSinceElicitKC,0.0,30.0
nElicitSinceTell,0.0,101.0
nElicitSinceTellKC,0.0,56.0
pctElicit,0.3076923076923077,1.0
pctElicitKC,0.0,1.0
pctElicitSession,0.0,1.0
pctElicitKCSession,0.0,1.0
nTellSession,0.0,54.0
nTellKCSession,0.0,30.0
kcOrdering,1.0,69.0
kcOrderingSession,1.0,69.0
kcOrderingPb,1.0,39.0
durationKCBetweenDecision,-11.0,1229035.0
timeInSession,0.0,57988.0
timeBetweenSession,0.0,1226936.0
timeOnCurrentProblem,0.0,48339.0
timeOnTutoring,115.0,57782.0
timeOnTutoringWE,0.0,14007.0
timeOnTutoringPS,103.0,56612.0
timeOnTutoringKC,0.0,13716.0
timeOnTutoringKCWE,0.0,13569.0
timeOnTutoringKCPS,0.0,10336.0
avgTimeOnStep,2.2830188679245285,1108.2307692307693
avgTimeOnStepWE,-1.0,6218.0
avgTimeOnStepPS,3.6206896551724137,1613.8285714285714
avgTimeOnStepKC,-1.0,2913.0
avgTimeOnStepKCWE,-1.0,6218.0
avgTimeOnStepKCPS,-1.0,2913.0
timeOnLastStepKCPS,-1.0,9838.0
timeOnTutoringSession,0.0,57782.0
timeOnTutoringSessionWE,0.0,6415.0
timeOnTutoringSessionPS,0.0,56612.0
avgTimeOnStepSession,-1.0,1356.0
avgTimeOnStepSessionWE,-1.0,6218.0
avgTimeOnStepSessionPS,-1.0,1613.8285714285714
timeOnTutoringProblem,0.0,48276.0
timeOnTutoringProblemWE,0.0,6415.0
timeOnTutoringProblemPS,0.0,48244.0
avgTimeOnStepProblem,-1.0,6218.0
avgTimeOnStepProblemWE,-1.0,6218.0
avgTimeOnStepProblemPS,-1.0,12029.0
nTotalHint,0.0,324.0
nTotalHintSession,0.0,324.0
nHintKC,0.0,128.0
nHintSessionKC,0.0,128.0
nTotalHintProblem,0.0,193.0
AvgTimeOnStepWithHint,-1.0,9081.5
durationSinceLastHint,-1.0,510749.0
stepsSinceLastHint,0.0,101.0
stepsSinceLastHintKC,0.0,62.0
totalTimeStepsHint,0.0,18227.0
totalStepsHint,0.0,59.0
earlyTraining,0.0,0.0
simpleProblem,0.0,0.0
nKCs,0.0,68.0
nKCsAsPS,0.0,59.0
nKCsSession,0.0,68.0
nKCsSessionPS,0.0,59.0
newLevelDifficulty,1.0,1.0
performanceDifficulty,0.0,0.563021
nPrincipleInProblem,6.0,6.0
quantitativeDegree,0.26666666666666666,0.3797468354430379
nTutorConceptsSession,0.0,434.0
tutAverageConcepts,0.4761904761904762,7.642857142857142
tutAverageConceptsSession,0.0,7.642857142857142
tutConceptsToWords,0.01299468399291199,0.10424187725631767
tutConceptsToWordsSession,0.0,0.10424187725631767
tutAverageWords,20.4,150.04761904761904
tutAverageWordsSession,0.0,132.88095238095238
tutAverageWordsPS,17.962264150943398,172.5714285714286
tutAverageWordsSessionPS,0.0,171.76666666666668
nDistinctPrincipleInSession,0.0,6.0
nPrincipleInSession,0.0,22.0
principleDifficulty,1.0,6.0
principleCategory,0.0,1.0
problemDifficuly,18.0,18.0
problemCompexity,3.0,3.0
problemCategory,0.0,0.0
pctCorrect,0.11428571428571427,1.0
pctOverallCorrect,0.2857142857142857,1.0
nCorrectKC,0.0,51.0
nIncorrectKC,0.0,32.0
pctCorrectKC,-1.0,1.0
pctOverallCorrectKC,-1.0,1.0
nCorrectKCSession,0.0,51.0
nIncorrectKCSession,0.0,32.0
pctCorrectSession,-1.0,1.0
pctCorrectKCSession,-1.0,1.0
pctOverallCorrectSession,-1.0,1.0
pctOverallCorrectKCSession,-1.0,1.0
nStepSinceLastWrong,0.0,78.0
nStepSinceLastWrongKC,0.0,44.0
nWEStepSinceLastWrong,0.0,54.0
nWEStepSinceLastWrongKC,0.0,30.0
nStepSinceLastWrongSession,0.0,78.0
nStepSinceLastWrongKCSession,0.0,44.0
nWEStepSinceLastWrongSession,0.0,54.0
nWEStepSinceLastWrongKCSession,0.0,30.0
timeSinceLastWrongStepKC,0.0,1231877.0
nCorrectPSStepSinceLastWrong,0.0,67.0
nCorrectPSStepSinceLastWrongKC,0.0,42.0
nCorrectPSStepSinceLastWrongKCSession,0.0,42.0
pctCorrectPrin,0.0,1.0
pctCorrectPrinSession,-1.0,1.0
nStepSinceLastWrongPrin,0.0,33.0
nWEStepSinceLastWrongPrin,0.0,18.0
nStepSinceLastWrongPrinSession,0.0,27.0
nWEStepSinceLastWrongPrinSession,0.0,18.0
nCorrectPSStepSinceLastWrongPrin,0.0,26.0
nCorrectPSStepSinceLastWrongPrinSession,0.0,26.0
pctCorrectFirst,0.0,1.0
nStepsSinceLastWrongFirst,0.0,6.0
nWEStepSinceLastWrongFirst,0.0,4.0
nCorrectPSStepSinceLastWrongFirst,0.0,6.0
pctCorrectLastProb,-1.0,1.0
pctCorrectLastProbPrin,-1.0,1.0
pctCorrectAdd2Select,-1.0,1.0
pctCorrectAdd3Select,-1.0,1.0
pctCorrectCompSelect,0.0,1.0
pctCorrectDeMorSelect,-1.0,1.0
pctCorrectIndeSelect,0.0,1.0
pctCorrectMutualSelect,-1.0,1.0
pctCorrectAdd2Apply,-1.0,1.0
pctCorrectAdd3Apply,-1.0,1.0
pctCorrectCompApply,0.0,1.0
pctCorrectDeMorApply,-1.0,1.0
pctCorrectIndeApply,0.0,1.0
pctCorrectMutualApply,-1.0,1.0
pctCorrectAdd2All,-1.0,1.0
pctCorrectAdd3All,-1.0,1.0
pctCorrectCompAll,0.0,1.0
pctCorrectDeMorAll,-1.0,1.0
pctCorrectIndeAll,0.0,1.0
pctCorrectMutualAll,-1.0,1.0
pctCorrectSelectMain,0.0,1.0
nAdd2Prob,0.0,0.0
nAdd3Prob,1.0,1.0
nDeMorProb,0.0,0.0
nIndeProb,0.0,0.0
nCompProb,3.0,3.0
nMutualProb,2.0,2.0
